ZONA PORTUARIA               ,SOCIEDAD PORTUARIA,TIPO DE SERVICIO,TIPO DE CARGA,EXPORTACION,IMPORTACIÓN,TRANSBORDO,TRANSITO INTERNACIONAL,FLUVIAL,CABOTAJE,MOVILIZACIONES A BORDO,TRANSITORIA,AÑO VIGENCIA,MES VIGENCIA
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,106211,0,0,0,2021,3
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL LIQUIDO,2500,7598,0,0,0,0,0,0,2018,6
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,4850,0,0,2020,3
CARTAGENA,ALGRANEL S.A.,PUBLICO,GRANEL LIQUIDO,0,8487,0,0,0,0,0,0,2021,11
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GENERAL,126,20571,267,0,0,0,0,0,2020,10
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,24821,0,0,0,0,0,0,2020,8
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,3893,0,0,2021,12
TURBO,PROMOTORA BANANERA S.A,PUBLICO,GENERAL,884,0,0,0,0,0,0,0,2021,4
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,CONTENEDORES,0,0,766,0,0,199,0,0,2020,2
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,PUBLICO,GRANEL LIQUIDO,0,6376,0,0,0,0,0,0,2021,8
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL LIQUIDO,0,9,0,0,0,12,0,0,2018,11
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GRANEL LIQUIDO,0,27473,0,0,0,0,0,0,2021,3
G. MORROSQUILLO,OLEODUCTO CENTRAL S.A.,PUBLICO,GRANEL LIQUIDO,1225181,0,0,0,0,0,0,0,2018,2
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,326,1045,0,0,0,7612,0,0,2021,2
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,3248,0,0,2020,8
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,GENERAL,2930,13512,104,0,0,0,0,0,2021,6
TURBO,C.I. UNI�N DE BANANEROS DE URABA - UNIBAN,PUBLICO,GENERAL,26448,26,0,0,0,0,0,0,2019,9
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CONTENEDORES,0,716,0,0,0,0,0,0,2018,6
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,74000,49565,0,0,0,0,0,0,2020,8
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,2265,0,0,2018,6
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,53571,77645,0,0,0,0,0,0,2021,1
SANTA MARTA,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,0,383915,0,0,0,69248,0,0,2021,11
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GENERAL,360,62085,0,0,0,14162,0,0,2021,9
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,14148,0,0,0,2810,0,0,2021,4
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,CONTENEDORES,0,0,426,0,0,675,0,0,2019,9
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,1550,0,0,2019,5
BARRANCABERMEJA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,116381,0,0,0,2020,10
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,CONTENEDORES,0,661,0,0,0,0,0,0,2018,8
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,71519,0,0,0,0,0,0,2020,7
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,83662,0,0,0,0,0,0,2021,6
CARTAGENA,ALGRANEL S.A.,PUBLICO,GRANEL LIQUIDO,7480,12120,0,0,0,0,0,0,2018,7
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,PUBLICO,GRANEL LIQUIDO,0,2992,0,0,0,0,0,0,2019,9
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,CARBON AL GRANEL,80326,0,0,0,0,0,0,0,2021,5
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,7167,0,0,2018,2
BARRANCABERMEJA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,65296,0,0,0,2019,7
CARTAGENA,ALGRANEL S.A.,PUBLICO,GRANEL LIQUIDO,0,15072,0,0,0,0,0,0,2020,12
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,514,2130,0,0,0,7795,0,0,2021,6
TURBO,PROMOTORA BANANERA S.A,PUBLICO,GENERAL,503,0,0,0,0,0,0,0,2018,12
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,113,0,0,0,2020,2
TURBO,PORTUARIA PUNTA DE VACA S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,600,0,0,2018,9
CARTAGENA,PRIMAX COLOMBIA S.A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,33,0,0,0,2021,12
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CONTENEDORES,0,555,0,0,0,0,0,0,2018,5
G. MORROSQUILLO,OLEODUCTO CENTRAL S.A.,PUBLICO,GRANEL LIQUIDO,1273032,0,0,0,0,0,0,0,2022,2
TURBO,PROMOTORA BANANERA S.A,PUBLICO,GENERAL,1256,0,0,0,0,0,0,0,2020,5
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,GENERAL,1615,17217,1252,0,0,0,0,0,2021,11
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,6601,0,7020,0,0,0,0,2019,3
TURBO,PORTUARIA PUNTA DE VACA S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,1531,0,0,2021,12
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,CARBON AL GRANEL,13000,0,0,0,0,0,0,0,2020,6
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,36878,0,0,0,0,0,0,2018,6
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,165,2926,0,30,0,7771,0,0,2019,9
BARRANQUILLA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,8999,10982,0,0,0,0,0,1298,2018,11
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,CONTENEDORES,43657,170817,0,0,0,0,0,0,2019,2
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,7279,0,0,2021,7
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,5121,334310,0,0,0,0,0,0,2021,12
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,CONTENEDORES,147984,107986,23982,0,0,0,0,0,2020,9
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL LIQUIDO,0,35445,0,0,0,0,0,0,2019,6
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,GRANEL LIQUIDO,167429,0,0,0,0,0,0,0,2021,2
CARTAGENA,ALGRANEL S.A.,PUBLICO,GRANEL LIQUIDO,4051,5471,0,0,0,0,0,0,2020,3
CARTAGENA,ALGRANEL S.A.,PUBLICO,GRANEL LIQUIDO,0,14577,0,0,0,0,0,0,2022,1
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,PUBLICO,GENERAL,0,1032,0,0,0,0,0,0,2021,5
CARTAGENA,COREMAR SHOREBASE SA,PUBLICO,GRANEL LIQUIDO,0,0,0,0,88,0,0,0,2021,11
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,11003,0,0,0,0,0,0,2018,12
TURBO,UNIBAN SERVICIOS S.A,PUBLICO,GENERAL,15900,1,0,0,0,0,0,0,2021,12
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GRANEL LIQUIDO,0,24250,0,0,0,0,0,0,2019,5
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,16740,0,0,2018,4
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,20386,0,0,2019,3
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,5671,0,0,2021,2
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL LIQUIDO,0,89934,0,0,0,0,0,0,2019,12
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,CONTENEDORES,139777,178914,34232,0,0,0,0,0,2019,12
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,235,1145,0,0,0,3760,0,0,2020,5
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,CONTENEDORES,0,24,16,0,0,1441,0,0,2018,3
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GENERAL,0,41115,0,0,0,0,0,0,2021,6
G. MORROSQUILLO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,737363,0,0,0,0,0,0,0,2019,11
CARTAGENA,ATUNAMAR LIMITADA,PRIVADO,GENERAL,0,0,0,0,0,6102,0,0,2022,3
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,62116,0,0,1547,0,0,0,2020,10
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,CARBON AL GRANEL,109684,0,0,0,0,0,0,0,2022,3
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,11165,0,0,2021,9
TURBO,PORTUARIA PUNTA DE VACA S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,703,0,0,2020,4
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,PUBLICO,CARBON AL GRANEL,237012,0,0,0,0,0,0,0,2020,10
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,CONTENEDORES,0,119,486,0,0,0,0,0,2021,9
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,66705,0,0,0,0,0,0,0,2020,12
BARRANQUILLA,PORTMAGDALENA S.A.,PUBLICO,GRANEL LIQUIDO,43505,16729,0,0,0,0,0,0,2021,4
BARRANQUILLA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,6462,7530,0,0,0,0,0,0,2019,9
SANTA MARTA,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,0,323253,0,0,0,144849,0,0,2021,8
BARRANQUILLA,PORTMAGDALENA S.A.,PUBLICO,GRANEL LIQUIDO,7376,15284,0,0,10521,0,0,0,2020,4
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GENERAL,0,1358,0,0,0,0,0,0,2018,3
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,CARBON AL GRANEL,14681,0,0,0,0,0,0,0,2020,12
BARRANQUILLA,PORTMAGDALENA S.A.,PUBLICO,GRANEL LIQUIDO,9804,64943,0,0,11277,0,0,0,2022,1
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,GRANEL LIQUIDO,276038,0,0,0,0,0,0,0,2018,5
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,PUBLICO,GRANEL LIQUIDO,0,9396,0,0,0,0,0,0,2020,11
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,2424,0,0,2020,6
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GENERAL,0,20519,0,0,0,0,0,0,2022,2
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,7299,0,0,2021,1
TURBO,C.I. UNI�N DE BANANEROS DE URABA - UNIBAN,PUBLICO,CONTENEDORES,15088,5300,0,0,0,34331,0,0,2020,4
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,CONTENEDORES,43216,175000,0,0,0,4,0,0,2019,5
BARRANQUILLA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,5169,5775,0,0,0,0,0,0,2019,7
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,CONTENEDORES,0,36,170,0,0,0,0,0,2021,7
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GENERAL,0,2392,0,0,0,0,0,0,2020,7
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,CONTENEDORES,0,108,1013,0,0,442,0,0,2020,3
BARRANQUILLA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,0,6943,0,0,0,0,0,0,2021,3
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GENERAL,0,30513,0,0,0,0,0,0,2019,9
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,4819,0,0,2019,6
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,PUBLICO,CARBON AL GRANEL,2089164,0,0,0,0,0,0,0,2019,7
CARTAGENA,OILTANKING COLOMBIA SA,PUBLICO,GRANEL LIQUIDO,0,17078,0,0,0,0,0,0,2019,1
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,PUBLICO,GRANEL LIQUIDO,4246,0,0,0,0,0,0,0,2020,2
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,415013,0,0,0,0,0,0,2019,9
BARRANCABERMEJA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,49568,0,0,0,2020,1
G. MORROSQUILLO,OLEODUCTO CENTRAL S.A.,PUBLICO,GRANEL LIQUIDO,1587815,0,0,0,0,0,0,0,2019,2
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,PUBLICO,GRANEL LIQUIDO,13548,10821,0,0,0,0,0,0,2018,2
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,73164,0,0,0,0,0,0,2020,8
CARTAGENA,OILTANKING COLOMBIA SA,PUBLICO,GRANEL LIQUIDO,0,22838,0,0,0,0,0,0,2020,12
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CONTENEDORES,0,1555,0,0,0,0,0,0,2018,4
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,CONTENEDORES,0,0,0,0,0,5278,0,0,2018,3
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,50922,0,0,0,0,0,0,2019,9
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL LIQUIDO,0,49046,0,0,0,0,0,0,2019,1
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,21107,99028,0,0,0,0,0,0,2020,3
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,33343,0,0,0,0,0,0,0,2019,7
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GRANEL LIQUIDO,0,23480,0,0,0,0,0,0,2018,12
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,28965,0,0,0,0,0,0,2019,3
BARRANQUILLA,PORTMAGDALENA S.A.,PUBLICO,GRANEL LIQUIDO,60098,42874,0,0,18021,31783,0,0,2019,6
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,PUBLICO,GRANEL LIQUIDO,0,3051,0,0,0,0,0,0,2020,7
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,66501,0,0,0,0,0,0,2022,2
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,109082,0,0,0,0,0,0,0,2021,8
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,5478,0,0,2021,4
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GENERAL,0,148,0,0,0,4517,0,0,2020,3
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,5000,53447,0,0,0,0,0,0,2018,5
CARTAGENA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,0,4093,0,0,0,5151,0,0,2020,7
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GENERAL,119,76244,4381,0,0,0,0,0,2021,2
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL LIQUIDO,7710,47692,0,0,0,0,0,0,2021,10
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,0,0,0,2020,4
TURBO,C.I. UNI�N DE BANANEROS DE URABA - UNIBAN,PUBLICO,GENERAL,17131,1,0,0,0,0,0,0,2020,5
CARTAGENA,ALGRANEL S.A.,PUBLICO,GRANEL LIQUIDO,1324,6307,0,0,0,0,0,0,2021,12
TURBO,PROMOTORA BANANERA S.A,PUBLICO,CONTENEDORES,5562,0,0,0,0,7470,0,0,2020,12
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,52970,0,0,3505,0,0,0,2021,4
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,76117,0,0,0,2019,4
CARTAGENA,OILTANKING COLOMBIA SA,PUBLICO,GRANEL LIQUIDO,0,16546,0,0,0,0,0,0,2021,11
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,CONTENEDORES,0,10865,0,0,0,4113,0,0,2018,1
CARTAGENA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,5394,7974,0,0,0,0,0,0,2022,3
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,98408,0,0,0,2022,3
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL LIQUIDO,0,7104,0,0,0,0,0,0,2021,11
SANTA MARTA,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,0,328992,0,0,0,142646,0,0,2018,5
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,CONTENEDORES,56559,174546,0,0,0,12524,0,0,2020,11
TURBO,PROMOTORA BANANERA S.A,PUBLICO,CONTENEDORES,5740,0,0,0,0,6038,0,0,2020,1
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,CARBON AL GRANEL,9075,0,0,0,0,0,0,0,2019,6
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,58949,0,0,0,0,0,0,2021,2
BARRANQUILLA,ATUNAMAR LIMITADA,PRIVADO,GENERAL,0,0,0,0,0,4177,0,0,2018,9
CARTAGENA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,202348,142747,0,0,0,202848,0,0,2021,1
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,96200,0,0,0,0,0,0,0,2019,5
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,125,0,0,0,2019,2
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,27598,0,0,2018,8
BARRANCABERMEJA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,109845,0,0,0,2021,11
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,121,0,0,0,2019,10
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,10000,305882,0,0,0,0,0,0,2020,9
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,84058,0,0,0,0,0,0,0,2020,3
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,102700,0,0,0,0,0,0,0,2020,5
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL LIQUIDO,0,39087,0,0,0,0,0,0,2019,10
TURBO,PROMOTORA BANANERA S.A,PUBLICO,GENERAL,1276,0,0,0,0,0,0,0,2020,12
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GENERAL,7005,139978,3890,0,0,0,0,0,2021,11
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GENERAL,0,38013,0,0,0,0,0,0,2019,6
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,71382,0,0,0,0,0,0,2018,1
TURBO,C.I. UNI�N DE BANANEROS DE URABA - UNIBAN,PUBLICO,CONTENEDORES,13644,4162,0,0,0,32110,0,0,2020,12
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,PUBLICO,GENERAL,0,1465,0,0,0,0,0,0,2021,10
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,50195,0,0,0,0,0,0,2018,8
BARRANQUILLA,ATUNAMAR LIMITADA,PRIVADO,GENERAL,0,0,0,0,0,990,0,0,2018,6
BARRANQUILLA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,13411,17414,0,0,0,0,0,0,2018,6
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,PUBLICO,CARBON AL GRANEL,136266,0,0,0,0,0,0,0,2020,9
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL LIQUIDO,0,5896,0,0,0,0,0,0,2019,10
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,PUBLICO,GENERAL,0,0,0,0,0,7000,0,0,2020,9
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,29283,0,0,0,0,0,0,2020,12
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,4982,0,0,2021,6
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,CONTENEDORES,50055,138556,0,0,0,7463,0,0,2020,6
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,4900,28000,0,0,0,0,0,0,2021,11
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,PUBLICO,CARBON AL GRANEL,1214772,0,0,0,0,0,0,0,2018,12
TURBO,C.I. UNI�N DE BANANEROS DE URABA - UNIBAN,PUBLICO,GENERAL,15869,196,0,0,0,0,0,0,2019,1
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,45833,0,0,0,0,0,0,2021,3
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,81585,0,0,0,0,0,0,2021,4
CARTAGENA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,0,12699,0,0,0,0,0,0,2018,8
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GENERAL,0,20405,0,0,0,0,0,0,2020,3
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,PUBLICO,GRANEL LIQUIDO,0,7157,0,0,0,19373,0,0,2021,3
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,75874,0,0,0,0,0,0,2021,9
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,273163,0,0,0,0,0,0,2019,6
